,geneid_symbol,S1,S2,S3,S4,S5,S6,I44,I51,I55,I69,geneid3,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000003031.15_ Cdkn1b, Cdkn1b,14.103919,19.958015,19.892084,18.19052,18.219312,23.188979,15.912292,25.03011,20.448874,23.027305, Cdkn1b,623.3567503,-0.183405209,0.118508359,-1.547614118,0.12171523,0.218019766
ENSMUSG00000003032.9_ Klf4, Klf4,11.134048,18.276258,12.179574,10.494455,19.899882,21.034132,17.645616,23.247324,18.483893,27.621933, Klf4,561.4791641,0.11413792,0.191703977,0.595386292,0.551585286,0.675694553
ENSMUSG00000003033.16_ Ap1m1, Ap1m1,24.575326,22.494991,20.026317,20.560269,21.137499,21.030988,25.54648,33.071179,27.226619,31.244292, Ap1m1,457.8108346,0.020775613,0.090860115,0.228654926,0.81913713,0.88443228
ENSMUSG00000003037.17_ Rab8a, Rab8a,7.202459,7.140936,7.378545,6.398629,8.178879,4.923383,12.266457,15.899408,9.141114,15.493393, Rab8a,293.3388178,0.436208186,0.106286283,4.104087313,4.06E-05,0.000290794
ENSMUSG00000003038.16_ Hmgn2, Hmgn2,58.144858,72.492338,68.460611,56.245817,62.967764,69.29389,75.695581,67.533446,82.653561,83.149354, Hmgn2,808.1255333,-0.132733786,0.110441437,-1.201847688,0.229422545,0.354142184
ENSMUSG00000003039.10_ Fam32a, Fam32a,10.741036,12.065915,11.713223,10.909083,11.845064,12.310426,13.067966,18.093083,16.064707,20.791771, Fam32a,374.5713458,0.155774645,0.093191171,1.671560107,0.094611097,0.178596325
ENSMUSG00000003062.14_ Stard3nl, Stard3nl,7.70351,10.355777,8.071975,6.276012,7.143914,8.787426,14.12257,12.925119,11.450676,15.736038, Stard3nl,129.9368535,0.343556487,0.132378681,2.595255399,0.009452065,0.02769129
ENSMUSG00000003068.18_ Stk11, Stk11,51.475646,58.019089,52.420793,56.0544,49.978982,58.281619,52.627593,67.191878,59.413611,67.577263, Stk11,1381.261839,-0.184811339,0.063816941,-2.895960495,0.00378,0.013049341
ENSMUSG00000003070.7_ Efna2, Efna2,0.412229,0.368468,0.315013,0.32356,0.305875,0.526545,0.793995,1.31007,0.74683,0.977571, Efna2,12.66043606,0.946296881,0.364971216,2.592798665,0.009519848,0.027843591
ENSMUSG00000003072.16_ Atp5f1d, Atp5f1d,685.769742,679.696145,679.666642,767.304414,650.383063,721.453219,732.37005,741.447539,704.593505,681.88125, Atp5f1d,5680.196067,-0.345741569,0.101742322,-3.398207952,0.000678288,0.003112482
ENSMUSG00000003099.12_ Ppp5c, Ppp5c,59.86408,51.495229,70.973052,58.317959,62.207776,64.867348,48.744885,81.017357,77.731867,75.520328, Ppp5c,1069.64037,-0.294938692,0.071870239,-4.103766712,4.06E-05,0.000291039
ENSMUSG00000003119.15_ Cdk12, Cdk12,4.355146,6.215263,5.63583,5.46112,5.635797,6.940947,5.509397,8.370906,6.117592,8.681492, Cdk12,320.5522253,-0.054656132,0.124985343,-0.437300332,0.661893555,0.767438268
ENSMUSG00000003123.16_ Lipe, Lipe,31.528322,35.143793,36.21363,34.648952,25.650879,38.621178,28.49637,44.203633,43.8679,31.02347, Lipe,998.4171245,-0.253763091,0.155631578,-1.630537281,0.102987993,0.191405243
ENSMUSG00000003131.8_ Pafah1b2, Pafah1b2,14.321358,15.375579,13.295599,10.264097,10.546599,14.584617,18.388577,19.549224,14.669961,17.836884, Pafah1b2,460.1485552,0.189414116,0.103638842,1.827636361,0.067604145,0.136038425
ENSMUSG00000003134.11_ Tbc1d8, Tbc1d8,2.721266,4.0913,2.820439,2.714194,4.345642,2.523126,2.56921,4.801776,3.600016,4.643862, Tbc1d8,143.3569946,0.079281723,0.163974976,0.483498916,0.628741529,0.74026057
ENSMUSG00000003135.16_ Cnot11, Cnot11,7.025039,8.661493,6.602623,6.887096,6.605517,8.132774,7.739339,8.074546,7.687194,9.238072, Cnot11,267.5778345,-0.213035479,0.097508437,-2.184790227,0.028904231,0.069047826
ENSMUSG00000003153.11_ Slc2a3, Slc2a3,0.697264,1.065497,1.014577,0.563704,0.667321,0.844171,1.211373,2.616309,1.237192,2.0923, Slc2a3,41.00503262,0.827605049,0.22580003,3.665212302,0.000247133,0.001340284
ENSMUSG00000003154.17_ Foxj2, Foxj2,10.67237,11.727204,11.541481,12.919312,10.11367,12.665357,10.432323,16.918229,12.584153,13.797226, Foxj2,714.8209476,-0.254242946,0.088843576,-2.861691946,0.004213863,0.014238077
ENSMUSG00000003161.16_ Sri, Sri,34.222779,42.386025,44.354427,43.523791,39.958432,46.203878,58.953975,106.370026,69.975404,95.471819, Sri,540.4359859,0.497130557,0.082664814,6.013810877,1.81E-09,5.29E-08
ENSMUSG00000003166.21_ Dgcr2, Dgcr2,18.291985,20.912624,19.957546,20.603186,16.869162,18.225625,17.825193,25.117598,20.303079,27.170494, Dgcr2,872.4657541,-0.179060946,0.071840539,-2.492477746,0.012685528,0.03510488
ENSMUSG00000003184.16_ Irf3, Irf3,22.281335,40.430162,27.219092,28.879868,26.400098,31.115419,33.728402,42.401423,41.850693,60.515743, Irf3,333.8727517,0.168256301,0.104780252,1.605801638,0.108317501,0.198969095
ENSMUSG00000003190.13_ Bcl2l12, Bcl2l12,5.328937,6.157727,5.716637,7.80448,6.710037,7.909368,7.331846,9.371916,5.291631,10.946643, Bcl2l12,68.67715278,-0.137013939,0.184919813,-0.74093704,0.458731616,0.591926327
ENSMUSG00000003198.11_ Zfp959, Zfp959,1.368992,2.231303,1.237958,1.617651,2.084134,1.81077,3.496137,3.035195,2.153841,3.013251, Zfp959,37.37187733,0.287073093,0.225171342,1.274909542,0.202341261,0.321499689
ENSMUSG00000003199.17_ Mpnd, Mpnd,28.679726,34.477613,29.964186,32.75631,28.782973,29.833739,31.985213,30.921236,32.626715,42.320415, Mpnd,526.9290943,-0.264447288,0.08553574,-3.091658385,0.001990418,0.007736251
ENSMUSG00000003200.11_ Sh3gl1, Sh3gl1,6.686659,9.667261,7.844123,10.848671,8.298987,8.842193,16.620348,22.557612,14.177423,28.229834, Sh3gl1,271.3504162,0.799024627,0.150520643,5.308405617,1.11E-07,1.89E-06
ENSMUSG00000003206.8_ Ebi3, Ebi3,0.47593,0.480061,0.750556,0.095767,0.639477,0.183287,1.579786,2.835862,1.388551,4.727311, Ebi3,12.20335807,2.124322069,0.518369875,4.098081638,4.17E-05,0.000297304
ENSMUSG00000003208.10_ Yju2, Yju2,3.058776,3.916398,2.908953,3.694837,2.476694,3.496054,3.926364,4.798908,3.286147,4.603801, Yju2,59.22702579,-0.030567451,0.175790656,-0.173885527,0.861955427,0.91268579
ENSMUSG00000003226.8_ Ranbp2, Ranbp2,11.179922,12.66878,12.166957,11.960099,12.50736,14.371878,11.035911,14.656145,13.707758,16.639557, Ranbp2,1436.064099,-0.230655247,0.084593234,-2.726639427,0.006398291,0.020188111
ENSMUSG00000003228.10_ Grk5, Grk5,6.715549,9.172749,6.70459,9.800175,6.853014,9.875568,8.135528,15.060154,12.537989,14.71988, Grk5,673.9560887,0.379850522,0.122125751,3.110322914,0.001868829,0.00734423
ENSMUSG00000003233.13_ Dvl3, Dvl3,19.208778,18.155191,17.913045,21.595497,18.905737,20.422884,18.035408,25.200369,22.324985,30.606398, Dvl3,819.5623552,-0.118610732,0.090357527,-1.312682358,0.189290005,0.30606709
ENSMUSG00000003234.17_ Abcf3, Abcf3,32.207646,17.972184,25.459314,20.620078,18.156474,23.58561,21.765891,38.885202,18.726063,32.398826, Abcf3,601.6193829,-0.180084733,0.091735055,-1.963096153,0.049635002,0.106482553
ENSMUSG00000003235.14_ Eif2b5, Eif2b5,22.141967,24.396367,22.514077,25.528594,21.137673,26.134127,24.553931,29.362526,24.976233,29.343774, Eif2b5,676.2596961,-0.193453769,0.075621861,-2.55817254,0.010522387,0.030146087
ENSMUSG00000003269.20_ Cyth2, Cyth2,31.511018,37.913884,40.975026,38.355693,30.526253,40.535748,36.199806,61.383156,45.24504,60.108492, Cyth2,402.2999459,0.10030594,0.106563081,0.941282281,0.346560221,0.481174168
ENSMUSG00000003273.15_ Car11, Car11,4.0012,3.848387,2.533275,2.99611,4.414547,3.560028,4.154625,5.174903,4.051211,7.90688, Car11,43.55884442,0.102724932,0.224027409,0.458537341,0.646566441,0.755076256
ENSMUSG00000003282.10_ Plag1, Plag1,0.937059,1.727977,2.6446,1.379262,2.298137,2.230116,1.099469,2.156789,1.92999,1.468019, Plag1,81.51613773,-0.803345077,0.273509917,-2.937169834,0.003312227,0.011742372
ENSMUSG00000003283.16_ Hck, Hck,0.889629,1.36551,1.196167,1.086719,0.759465,1.256079,4.329355,7.417725,3.011793,10.152073, Hck,59.74672381,2.073465843,0.289139978,7.171148926,7.44E-13,5.24E-11
ENSMUSG00000003299.11_ Mrpl4, Mrpl4,81.638281,81.224529,85.412431,90.106701,82.689039,84.376384,84.057928,83.904477,82.583465,80.081017, Mrpl4,1038.977717,-0.412114244,0.103108315,-3.996905999,6.42E-05,0.000433013
ENSMUSG00000003308.16_ Keap1, Keap1,23.854313,29.270448,25.418965,31.527795,23.969804,25.165563,23.691606,31.61116,29.556774,33.952633, Keap1,942.3775546,-0.238498865,0.081028935,-2.943378992,0.003246507,0.011546855
ENSMUSG00000003316.15_ Glg1, Glg1,30.400696,37.651682,34.115293,36.685024,33.529553,37.721914,32.811019,45.487475,36.686652,49.944359, Glg1,2827.849786,-0.122037519,0.062847397,-1.941807063,0.052160461,0.110615278
ENSMUSG00000003344.16_ Btbd2, Btbd2,20.019333,21.884493,24.299932,29.126073,17.477421,21.591553,20.340675,27.376964,25.082763,30.563875, Btbd2,557.4752546,-0.229449099,0.116950092,-1.961940294,0.049769436,0.106683666
ENSMUSG00000003345.17_ Csnk1g2, Csnk1g2,47.686237,55.742036,52.075415,56.417241,53.442991,50.371248,56.715131,67.4759,63.558785,80.929964, Csnk1g2,1226.422112,-0.044699106,0.065002511,-0.687651987,0.491671962,0.62215101
ENSMUSG00000003346.15_ Abhd17a, Abhd17a,29.600399,34.529782,26.901051,33.649407,24.080964,28.446495,38.951554,49.241413,39.791919,63.202022, Abhd17a,511.0590012,0.289443593,0.110755288,2.613361394,0.008965644,0.02655062
ENSMUSG00000003348.11_ Mob3a, Mob3a,1.842631,2.670724,2.296271,2.218528,2.363403,3.30362,5.362449,8.899827,3.718411,12.713222, Mob3a,107.7530124,1.178059306,0.220972843,5.331240211,9.75E-08,1.68E-06
ENSMUSG00000003352.15_ Cacnb3, Cacnb3,1.520302,1.906643,1.618857,1.800239,1.548636,1.657646,7.922907,10.760383,5.62816,15.917893, Cacnb3,115.1902586,2.088150287,0.229657608,9.092449878,9.68E-20,8.46E-17
ENSMUSG00000003355.8_ Fkbp11, Fkbp11,2.838577,3.997238,2.363704,3.019174,3.305857,3.5142,7.234431,9.138834,3.760898,12.853833, Fkbp11,28.30776911,0.951126571,0.307065988,3.097466368,0.001951825,0.007613339
ENSMUSG00000003360.16_ Ddx23, Ddx23,22.977611,27.669525,30.216861,26.25696,26.589058,34.607129,29.251638,34.815598,28.788844,42.516395, Ddx23,926.6618629,-0.130570106,0.077578423,-1.683072431,0.092361071,0.175130697
ENSMUSG00000003363.16_ Pld3, Pld3,12.339321,19.141803,13.179679,14.643301,13.459038,11.84137,22.008674,40.745113,20.78933,52.61263, Pld3,467.2026165,0.898443045,0.202000522,4.447726358,8.68E-06,7.98E-05
ENSMUSG00000003378.10_ Grik5, Grik5,2.844561,3.340388,2.696481,4.047454,2.591767,2.486415,4.018379,4.873994,4.338316,5.67078, Grik5,130.8528025,0.289933781,0.136996704,2.116355883,0.034314551,0.079285119
ENSMUSG00000003380.12_ Rabac1, Rabac1,187.607355,219.306779,160.004434,161.618157,190.284148,177.659084,192.599254,245.199266,192.448466,237.326348, Rabac1,1418.749707,-0.157898227,0.068650501,-2.30003021,0.021446509,0.054183885
ENSMUSG00000003382.19_ Etv3, Etv3,7.754216,8.643573,8.247082,8.824343,7.071655,9.628228,8.192356,9.969154,11.264226,10.595745, Etv3,514.6702162,-0.120741327,0.106076406,-1.138248665,0.255016663,0.383314211
ENSMUSG00000003402.15_ Prkcsh, Prkcsh,26.792998,32.789958,27.1249,31.824302,26.209198,30.716866,37.951755,50.90718,32.768676,52.744463, Prkcsh,713.5248699,0.174682287,0.094124889,1.855856511,0.063474013,0.129335454
ENSMUSG00000003418.12_ St8sia6, St8sia6,0.819234,0.775076,0.814607,0.976707,0.74498,0.67039,0.789314,2.648746,0.918224,0.891005, St8sia6,72.16316651,0.065153016,0.201100092,0.323983023,0.745950887,0.830312119
ENSMUSG00000003420.9_ Fcgrt, Fcgrt,50.416311,70.96982,58.070655,56.240221,49.901586,58.073121,60.418115,96.939651,66.64459,102.162772, Fcgrt,1080.535017,0.127288034,0.110308839,1.153924162,0.248531262,0.376414608
