,geneid_symbol,S1,S2,S3,S4,S5,S6,I44,I51,I55,I69,geneid3,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
ENSMUSG00000005981.12_ Trap1, Trap1,62.396727,69.130646,70.528839,74.791638,68.033392,75.692511,59.932801,77.093177,74.628924,78.66233, Trap1,1737.330735,-0.340859716,0.081251521,-4.195117982,2.73E-05,0.00020766
ENSMUSG00000005982.15_ Naa60, Naa60,22.866348,27.712225,21.373187,21.264592,22.823164,24.307602,28.107435,32.09625,30.457304,39.462739, Naa60,577.7356927,0.078230568,0.080346257,0.973667853,0.330221484,0.463991087
ENSMUSG00000005983.16_ 1700037C18Rik, 1700037C18Rik,1.839784,2.773496,2.131724,4.804627,3.249035,2.500456,2.804426,4.652422,5.146623,4.047078, 1700037C18Rik,74.73970566,0.269193236,0.169823015,1.585139896,0.112934553,0.205634998
ENSMUSG00000005986.17_ Ankrd13d, Ankrd13d,0.4037,0.736935,0.090004,0.322195,0.262178,0.131636,0.453711,0.705422,0.943911,1.808985, Ankrd13d,9.919899697,0.993152196,0.515369989,1.92706641,0.053971354,0.11368844
ENSMUSG00000006005.19_ Tpr, Tpr,30.606454,39.42079,43.493543,35.320654,39.040967,41.071912,47.279489,42.691277,39.991319,51.745179, Tpr,2066.707543,-0.264122408,0.076428511,-3.455809941,0.000548642,0.002606994
ENSMUSG00000006010.15_ Odr4, Odr4,9.545878,15.116814,18.927045,10.414671,10.097345,9.323019,10.508948,13.055808,12.97278,14.38124, Odr4,363.4700153,-0.065965867,0.112830311,-0.584646684,0.55878531,0.681921133
ENSMUSG00000006014.18_ Prg4, Prg4,8.854507,23.712259,6.888244,4.190154,4.702066,6.657969,11.675421,30.668851,8.537922,17.884129, Prg4,231.4018034,0.507709479,0.444301537,1.142713757,0.253157456,0.381657572
ENSMUSG00000006019.16_ Dhx34, Dhx34,3.739024,3.897582,2.980441,3.65247,3.372426,3.666433,3.731451,5.71139,4.133209,5.360777, Dhx34,166.6447813,0.015997078,0.11929571,0.134096009,0.893326656,0.932148397
ENSMUSG00000006021.6_ Kptn, Kptn,13.184565,19.051026,12.055363,15.084944,13.168548,13.262841,13.245922,14.262947,14.268848,15.522788, Kptn,191.5236569,-0.386859297,0.109564847,-3.530870584,0.000414194,0.002052187
ENSMUSG00000006024.14_ Napa, Napa,46.779489,48.567521,38.414264,56.744012,39.886113,45.512184,46.513449,59.706984,55.09764,69.3399, Napa,1051.800471,-0.047166346,0.061374428,-0.768501592,0.442189245,0.576653835
ENSMUSG00000006050.13_ Sra1, Sra1,61.072698,69.585882,44.594441,63.337674,57.738712,68.921959,73.989468,81.202155,63.503177,77.847194, Sra1,473.1319683,-0.075882215,0.105351496,-0.72027658,0.471354721,0.603965307
ENSMUSG00000006057.17_ Atp5mc1, Atp5mc1,2555.976019,2373.489019,2474.08473,2818.063661,2589.445879,2696.763043,2648.684558,2524.745947,2235.816558,2221.401356, Atp5mc1,10847.83498,-0.485471145,0.121451528,-3.997241964,6.41E-05,0.000432688
ENSMUSG00000006058.11_ Snf8, Snf8,25.931412,25.917512,23.027028,22.334026,25.089989,24.485687,35.320182,36.771574,29.687397,36.40591, Snf8,256.6533916,0.123654345,0.105812391,1.168618754,0.242557269,0.370060025
ENSMUSG00000006095.13_ Tbcb, Tbcb,28.991499,35.246739,30.075933,34.640645,33.073205,31.282644,43.340251,39.837128,36.133652,51.216207, Tbcb,318.1718739,-0.036248626,0.10281974,-0.352545395,0.724429281,0.815607327
ENSMUSG00000006127.10_ Inpp5k, Inpp5k,16.937625,22.496989,17.148731,27.27776,16.747251,20.323075,16.392145,26.962834,27.204357,25.881428, Inpp5k,548.5383099,-0.2016996,0.105048814,-1.920055951,0.054850833,0.115147224
ENSMUSG00000006134.5_ Crkl, Crkl,8.402149,9.120643,10.051012,7.820718,9.388485,9.704989,9.271139,10.096629,8.963716,12.758614, Crkl,516.359179,-0.136258929,0.085515711,-1.593378896,0.111075217,0.202897603
ENSMUSG00000006154.14_ Eps8l1, Eps8l1,0.870907,3.386168,5.266072,1.87891,6.449298,1.891098,1.059588,2.67305,4.153522,3.226073, Eps8l1,76.11773658,-0.224010265,0.734136486,-0.305134358,0.760263824,0.840534554
ENSMUSG00000006169.21_ Clint1, Clint1,17.3512,21.49762,19.552156,21.01406,19.951843,22.257961,23.675765,30.471178,22.125662,29.681347, Clint1,852.3602407,-0.00712867,0.074916269,-0.095155168,0.924191579,0.952602532
ENSMUSG00000006191.18_ Cdkal1, Cdkal1,5.38161,4.641416,4.946863,4.538249,4.202196,5.373919,4.11195,5.61544,5.242032,4.969751, Cdkal1,131.4930653,-0.325809225,0.17640818,-1.846905428,0.064760848,0.131569983
ENSMUSG00000006204.8_ Cdcp3, Cdcp3,0.248859,1.257109,0.091352,0.062834,0.078689,0.009884,0.206872,0.363168,0.254426,0.289787, Cdcp3,24.89620662,-0.49526421,1.023630943,-0.483830831,NA,NA
ENSMUSG00000006205.14_ Htra1, Htra1,47.543743,60.041006,59.234303,58.006197,51.388581,58.904632,65.701868,63.472794,65.45671,81.393763, Htra1,1167.716494,-0.102291102,0.0860282,-1.189041526,0.234423327,0.359870001
ENSMUSG00000006215.13_ Zbtb17, Zbtb17,8.206871,10.408286,10.240864,11.65739,10.900058,10.046342,10.399429,12.547426,9.715732,13.570264, Zbtb17,296.9551712,-0.326695158,0.105990712,-3.082299882,0.002054078,0.007936324
ENSMUSG00000006216.11_ Clcnkb, Clcnkb,0.634653,2.239473,1.518875,0.815631,1.196481,1.235269,0.268262,0.491683,3.58876,0.684507, Clcnkb,16.86221829,-0.454550845,0.396621429,-1.146057202,0.251771485,0.380005084
ENSMUSG00000006219.13_ Fblim1, Fblim1,113.733551,115.014297,108.494834,134.934888,105.038983,101.103778,98.287489,100.185233,125.451704,130.533935, Fblim1,3056.814673,-0.381468719,0.115384054,-3.306078321,0.000946116,0.004144198
ENSMUSG00000006221.8_ Hspb7, Hspb7,737.585666,794.65269,702.206252,882.006108,774.409642,833.574436,899.562894,1039.681192,919.815586,940.617174, Hspb7,25178.68984,-0.110762721,0.085399348,-1.296997271,0.194632126,0.312671268
ENSMUSG00000006235.7_ Epor, Epor,2.444624,1.892902,1.064876,1.494626,0.980186,1.963831,1.083543,1.694283,1.758192,1.98715, Epor,27.93139201,-0.315629528,0.284150878,-1.110781461,0.266662428,0.396635402
ENSMUSG00000006241.17_ Ccdc159, Ccdc159,3.215424,3.617074,2.198178,2.989501,2.976114,2.970769,3.488851,3.986234,4.056878,3.419804, Ccdc159,43.4380198,-0.123482802,0.209282798,-0.590028436,0.555171586,0.678629323
ENSMUSG00000006262.16_ Mob1b, Mob1b,7.558849,6.473418,5.807157,5.848069,7.415021,6.998145,8.22707,9.601078,8.253424,10.499713, Mob1b,543.5410647,0.149725457,0.113206459,1.322587579,0.185972567,0.302006733
ENSMUSG00000006273.15_ Atp6v1b2, Atp6v1b2,33.127678,33.211027,30.822732,35.457594,29.823127,31.542608,39.810057,48.256725,37.130786,43.301902, Atp6v1b2,1070.943093,-0.01377391,0.089236291,-0.154353234,0.877331225,0.922673369
ENSMUSG00000006276.12_ Eps15l1, Eps15l1,19.828591,24.383663,23.657507,24.204729,18.327394,24.698348,19.869836,27.638539,25.002446,30.832477, Eps15l1,725.3835063,-0.219502361,0.098029267,-2.239151309,0.025146073,0.061573592
ENSMUSG00000006281.9_ Tep1, Tep1,3.091767,4.145506,3.480949,4.169593,3.417242,4.50142,4.301521,8.262825,4.645608,7.389645, Tep1,348.8342037,0.361030402,0.146819546,2.459007758,0.013932161,0.037988899
ENSMUSG00000006288.9_ Ttc5, Ttc5,7.284007,8.282879,8.645795,7.278577,6.29603,8.243553,7.763631,13.19467,7.946538,14.630038, Ttc5,170.5576518,0.065571653,0.15413603,0.42541418,0.670534771,0.773661899
ENSMUSG00000006289.15_ Osgep, Osgep,35.019677,35.751754,33.262991,35.32713,35.848854,38.015341,38.906237,43.758597,40.401758,41.244279, Osgep,399.8104552,-0.174870655,0.089005447,-1.964718587,0.049446817,0.106148318
ENSMUSG00000006299.14_ Aamp, Aamp,47.208021,56.675049,46.053021,52.508334,47.563775,52.981675,54.64722,64.350461,57.830983,71.373061, Aamp,997.2896754,-0.098969969,0.055058375,-1.797546122,0.072248963,0.143282627
ENSMUSG00000006301.18_ Tmbim1, Tmbim1,24.061079,34.759826,27.19109,26.857442,25.634237,27.818331,37.936592,61.572133,43.345529,62.832071, Tmbim1,966.6337309,0.424912466,0.104941091,4.049057064,5.14E-05,0.000357273
ENSMUSG00000006304.15_ Arpc2, Arpc2,81.457139,88.249571,72.963773,77.669293,75.490138,77.378435,116.878535,138.500509,100.514272,156.172642, Arpc2,1321.607473,0.298306587,0.079988771,3.729355776,0.00019197,0.001089492
ENSMUSG00000006307.17_ Kmt2b, Kmt2b,7.909566,11.539032,8.907221,10.804063,9.247518,11.507356,9.367771,11.237022,11.367614,16.893728, Kmt2b,760.4204526,-0.098885518,0.094046432,-1.051454225,0.293050022,0.425458006
ENSMUSG00000006315.10_ Tmem147, Tmem147,104.354575,100.323444,90.016757,105.919197,93.430906,94.055018,102.537312,101.892742,90.61968,113.274802, Tmem147,713.4357624,-0.33555383,0.100076332,-3.352978908,0.000799468,0.003590622
ENSMUSG00000006333.15_ Rps9, Rps9,371.325925,492.11704,418.10254,443.083162,411.372027,456.881786,547.068323,710.293955,498.721643,800.526574, Rps9,2966.81091,0.160337471,0.081499169,1.967350987,0.049142761,0.105651294
ENSMUSG00000006335.17_ Tfpt, Tfpt,11.045904,11.778759,13.858074,10.987116,10.139847,10.035833,11.997533,15.749753,15.641048,13.798518, Tfpt,121.6110167,-0.022750091,0.142338793,-0.159830572,0.873014541,0.920186153
ENSMUSG00000006342.16_ Susd2, Susd2,1.18843,2.361242,1.049785,1.200508,1.032929,1.769161,2.71108,6.664356,2.06797,5.934661, Susd2,80.35789194,1.177921206,0.299342955,3.935022316,8.32E-05,0.000542591
ENSMUSG00000006344.18_ Ggt5, Ggt5,3.869609,5.328618,5.778466,4.743894,4.404974,4.868421,4.105164,7.320333,6.803556,7.489066, Ggt5,186.2342553,-0.066029161,0.154534148,-0.427278775,0.669176291,0.772806657
ENSMUSG00000006356.11_ Crip2, Crip2,844.829379,937.654581,926.161454,991.080166,894.877001,914.146288,799.664907,932.61595,959.870251,957.058945, Crip2,11684.0693,-0.411576282,0.078473947,-5.244750606,1.56E-07,2.53E-06
ENSMUSG00000006360.12_ Crip1, Crip1,100.98497,179.695149,113.364463,113.144825,89.369873,94.684536,216.653569,240.766779,210.419459,348.335224, Crip1,388.9900103,0.700008181,0.165222964,4.236748729,2.27E-05,0.000178136
ENSMUSG00000006362.17_ Cbfa2t3, Cbfa2t3,10.917784,10.920736,7.869114,11.015622,7.976544,11.022653,6.920325,7.935283,13.079644,10.111705, Cbfa2t3,452.6979603,-0.301249155,0.115980462,-2.59741296,0.009392892,0.027566782
ENSMUSG00000006369.15_ Fbln1, Fbln1,33.553402,94.812751,40.078632,33.950659,30.827887,41.728994,77.851134,141.82313,77.923957,187.348171, Fbln1,2059.067117,1.114819223,0.337135388,3.306740448,0.000943883,0.004135798
ENSMUSG00000006373.11_ Pgrmc1, Pgrmc1,10.666846,19.467722,11.539316,11.516369,11.465443,13.361558,19.750658,24.011068,18.275429,30.972359, Pgrmc1,309.6537915,0.442320573,0.145568477,3.038573877,0.002377008,0.008923991
ENSMUSG00000006378.16_ Gcat, Gcat,8.567391,6.798362,7.617652,5.890887,6.387803,11.63027,4.734802,6.547758,6.907933,5.701904, Gcat,116.283444,-0.660863649,0.164555938,-4.016042551,5.92E-05,0.000404113
ENSMUSG00000006386.16_ Tek, Tek,15.539012,20.53859,13.362285,16.646416,15.639881,17.218012,17.48006,22.824792,21.020479,22.251926, Tek,899.9070643,-0.035706013,0.084722942,-0.421444441,0.673430574,0.776010795
ENSMUSG00000006390.16_ Elovl1, Elovl1,12.925849,19.95652,14.042044,15.216991,12.84558,17.181226,25.821614,38.476565,24.011853,49.706729, Elovl1,264.802567,0.67235841,0.14059074,4.782380458,1.73E-06,2.04E-05
ENSMUSG00000006392.17_ Med8, Med8,13.558564,13.388785,14.552621,15.540841,14.510969,16.647954,20.388262,19.106537,17.079454,22.782193, Med8,172.2639565,-0.002218915,0.11966881,-0.018542133,0.985206366,0.990227877
ENSMUSG00000006395.18_ Hyi, Hyi,4.336793,6.931171,3.234383,4.552447,2.895333,2.166553,7.236751,11.999981,8.156417,18.770929, Hyi,48.73056723,1.076459442,0.311790989,3.452503381,0.000555411,0.002634382
ENSMUSG00000006398.16_ Cdc20, Cdc20,0.725691,1.348047,0.878099,1.40748,1.652901,0.695905,5.950656,6.574849,3.84809,7.469258, Cdc20,49.86608111,2.013077161,0.269140167,7.479660811,7.45E-14,6.98E-12
ENSMUSG00000006403.14_ Adamts4, Adamts4,0.229283,0.188347,0.16357,0.273874,0.257728,0.139426,1.162119,1.877373,0.715153,2.966392, Adamts4,33.40129717,2.553805213,0.375896971,6.793896764,1.09E-11,5.91E-10
ENSMUSG00000006411.13_ Nectin4, Nectin4,0.116831,0.146701,0.171996,0.029505,0.054797,0.111735,0.597311,0.802453,0.41957,1.244745, Nectin4,11.22792829,2.435098874,0.491707697,4.952330198,7.33E-07,9.43E-06
ENSMUSG00000006412.11_ Pfdn2, Pfdn2,21.222848,32.165385,23.685397,34.836153,29.036915,26.236262,37.697317,40.286148,36.819699,30.811232, Pfdn2,324.2010019,-0.067802379,0.122791567,-0.552174553,0.580828767,0.700134713
ENSMUSG00000006418.18_ Rnf114, Rnf114,32.718438,36.010954,44.261909,43.083237,36.053135,47.560989,31.194007,47.78901,38.799128,50.971728, Rnf114,951.8462221,-0.320490451,0.121740851,-2.632562931,0.008474332,0.025359163
ENSMUSG00000006423.16_ Steep1, Steep1,6.888494,6.950006,6.183166,6.83732,7.018644,7.02753,7.587801,9.123414,7.294582,8.062056, Steep1,260.71683,-0.151035877,0.099871664,-1.512299592,0.130457665,0.230241016
ENSMUSG00000006435.17_ Neurl1a, Neurl1a,0.767481,0.90286,0.59899,1.076404,0.546277,0.834912,0.444298,1.190595,1.013017,1.230835, Neurl1a,31.65167913,0.033540186,0.277908111,0.120688043,0.90393813,0.938812397
ENSMUSG00000006442.11_ Srm, Srm,11.293183,13.397778,7.40085,11.314878,12.183962,10.038872,16.716072,19.100774,14.598331,21.367904, Srm,161.0592055,0.357736527,0.133105094,2.687624615,0.007196225,0.02214093
ENSMUSG00000006445.4_ Epha2, Epha2,2.000375,2.977649,2.008736,2.711151,3.112342,3.261701,3.682293,6.276622,5.813685,6.895123, Epha2,145.9893429,0.435501124,0.167278353,2.603451771,0.009229025,0.02718933
ENSMUSG00000006456.11_ Rbm14, Rbm14,3.37554,5.290668,8.807684,6.691944,11.076515,9.424419,17.375378,14.332155,5.654048,17.289652, Rbm14,200.3536125,0.132754604,0.192428555,0.689890352,0.490263143,0.620880005
ENSMUSG00000006463.14_ Zdhhc24, Zdhhc24,2.318803,2.418601,3.502727,2.472237,2.728658,2.396257,3.089937,4.884362,2.943565,3.708356, Zdhhc24,66.62636562,0.153272422,0.171860676,0.891841147,0.372478083,0.507555106
ENSMUSG00000006464.10_ Bbs1, Bbs1,1.228331,2.035615,2.035011,1.009814,1.620118,1.343366,1.341121,2.01984,2.193815,1.461595, Bbs1,84.65295082,-0.24882213,0.181631682,-1.369926916,0.170709717,0.282851722
ENSMUSG00000006471.19_ Ndor1, Ndor1,4.344256,9.891327,6.245774,7.156683,6.008471,6.977342,7.084523,10.429689,8.232539,13.076164, Ndor1,213.8067549,0.019537865,0.194202283,0.100605744,0.919863437,0.949559815
ENSMUSG00000006476.20_ Nsmf, Nsmf,10.424488,15.252277,12.674188,13.436636,8.714361,10.800706,15.956824,22.501536,19.495397,31.689272, Nsmf,282.3337692,0.718424782,0.162572233,4.419111237,9.91E-06,8.89E-05
ENSMUSG00000006494.12_ Pdk1, Pdk1,43.067898,41.193618,42.131945,42.653059,42.591847,49.320292,36.649527,50.62814,45.615859,44.725709, Pdk1,2506.211255,-0.344279676,0.0939637,-3.663964649,0.000248341,0.001344796
ENSMUSG00000006498.17_ Ptbp1, Ptbp1,16.3529,21.413143,18.559656,21.386519,14.614958,19.537847,26.085376,42.027557,32.264733,58.602682, Ptbp1,646.1075558,0.593268015,0.114716331,5.171609065,2.32E-07,3.52E-06
ENSMUSG00000006517.6_ Mvd, Mvd,3.088362,2.359612,2.867861,3.748909,2.458645,2.303785,3.49781,4.659039,2.594212,4.116179, Mvd,55.48275051,0.000355457,0.218668694,0.001625549,0.998703,0.998889999
ENSMUSG00000006519.12_ Cyba, Cyba,24.884,40.175022,30.272811,29.589728,27.326196,28.908292,71.3227,90.881632,54.47901,118.918325, Cyba,274.8983723,1.057873556,0.160489646,6.591537742,4.35E-11,1.95E-09
ENSMUSG00000006526.14_ Stimate, Stimate,4.80114,4.81254,3.536215,4.502666,3.82577,4.587016,5.571874,7.908767,4.32513,9.275814, Stimate,169.4347741,0.143957076,0.133267304,1.080213006,0.280047338,0.41144532
ENSMUSG00000006527.17_ Sfmbt1, Sfmbt1,2.59602,3.279254,2.876084,2.680146,3.479462,2.64734,3.240796,3.678976,3.52846,3.607969, Sfmbt1,182.2004025,-0.167901679,0.111239899,-1.50936562,0.131205374,0.231165495
ENSMUSG00000006542.14_ Prkag3, Prkag3,1.234999,1.006151,0.851971,1.223156,1.010157,1.277437,1.884445,0.880581,1.1169,1.42618, Prkag3,35.33861156,-0.111806121,0.289800218,-0.385804131,0.699641736,0.796552597
ENSMUSG00000006576.17_ Slc4a3, Slc4a3,151.989916,139.837185,137.304721,164.972489,159.985713,153.436137,113.841961,171.51067,157.654345,122.417981, Slc4a3,4196.565947,-0.442603899,0.121680081,-3.637439225,0.000275362,0.001462722
ENSMUSG00000006585.4_ Cdt1, Cdt1,0.844258,1.242301,1.942286,1.749,0.167845,1.021485,2.885651,3.030153,1.754509,3.185769, Cdt1,30.64403056,1.099914933,0.367727413,2.991114871,0.002779609,0.010175429
ENSMUSG00000006586.16_ Runx1t1, Runx1t1,0.540102,1.873294,1.090435,1.930103,0.989478,1.047354,0.564963,1.308097,1.262874,1.759399, Runx1t1,57.34068464,-0.15690267,0.250355286,-0.626720021,0.530842778,0.657641239
ENSMUSG00000006587.7_ Snai3, Snai3,2.999805,2.830939,2.581686,2.89818,2.568908,1.499281,1.963865,2.33993,1.815536,1.195377, Snai3,38.04202989,-0.855388994,0.282459462,-3.028360203,0.002458848,0.009165624
ENSMUSG00000006589.9_ Aprt, Aprt,14.810355,19.779987,16.249504,17.810888,19.369415,19.532023,27.018784,30.070111,25.202475,40.417521, Aprt,146.4426428,0.371022244,0.120167391,3.087545142,0.002018171,0.007832512
ENSMUSG00000006599.14_ Gtf2h1, Gtf2h1,7.521696,9.515292,9.109451,7.541527,6.704498,9.596943,9.746467,11.933348,9.488503,12.860258, Gtf2h1,251.5367207,0.067626562,0.107883297,0.626849229,0.53075807,0.657641239
ENSMUSG00000006611.16_ Hfe, Hfe,17.722088,23.727594,15.838646,23.528571,19.454274,21.138429,17.653376,29.437084,27.224459,27.586287, Hfe,518.8826668,-0.001359945,0.114458381,-0.011881569,0.990520102,0.994236164
ENSMUSG00000006638.17_ Abhd1, Abhd1,4.921393,5.824644,5.69141,7.002234,4.713465,6.381814,4.529468,5.941381,6.040324,5.193555, Abhd1,73.62553211,-0.467899901,0.177556441,-2.635217833,0.00840833,0.025196162
ENSMUSG00000006641.13_ Slc5a6, Slc5a6,6.346704,6.727069,4.617268,7.891981,5.624427,5.340183,7.245974,5.271145,5.713111,6.217025, Slc5a6,177.8762824,-0.454359952,0.151935395,-2.990481265,0.002785382,0.010188717
ENSMUSG00000006642.4_ Tcf23, Tcf23,0.646665,1.164291,1.268778,0.901427,0.890934,1.321303,0.532469,1.298237,1.10755,1.049634, Tcf23,46.44812706,-0.453423741,0.263075397,-1.723550533,0.084789015,0.163444198
ENSMUSG00000006651.9_ Aplp1, Aplp1,0.576361,3.145342,1.172652,1.0805,1.609371,1.222035,2.004039,2.942938,3.615164,3.605489, Aplp1,48.90036961,0.683399328,0.345672669,1.977012906,0.048040171,0.103688944
ENSMUSG00000006673.15_ Qrich1, Qrich1,16.379122,20.78263,16.360066,18.665298,18.670173,18.574687,21.506765,30.732501,24.859165,26.398577, Qrich1,493.6559898,0.127285245,0.078693316,1.617484827,0.105773668,0.195226354
ENSMUSG00000006675.11_ P4htm, P4htm,6.981419,9.915554,7.504296,7.716949,7.157073,7.795094,6.410128,9.905984,7.694069,9.122509, P4htm,144.0897827,-0.344402911,0.129952352,-2.650224537,0.008043829,0.024287103
ENSMUSG00000006676.18_ Usp19, Usp19,48.8461,59.909925,53.542837,63.674695,55.380458,53.643174,47.964134,70.331231,56.999087,86.332503, Usp19,2252.474588,-0.216745257,0.066181873,-3.27499432,0.001056641,0.004558264
ENSMUSG00000006678.7_ Pola1, Pola1,0.626,0.7812,0.696864,0.889425,0.852475,1.001979,0.960702,1.597808,1.3436,1.573012, Pola1,59.93494191,0.358205497,0.187672329,1.908675078,0.05630402,0.117632781
ENSMUSG00000006699.18_ Cdc42, Cdc42,69.33691,77.03785,65.423496,64.128065,69.317785,68.672229,108.157386,117.373575,87.854,136.447195, Cdc42,1754.124086,0.349934127,0.084741558,4.129427603,3.64E-05,0.000265757
ENSMUSG00000006705.14_ Pknox1, Pknox1,3.09296,4.424248,3.722819,4.153057,4.93225,3.594056,4.071994,5.562772,4.324355,7.055454, Pknox1,158.2809598,-0.156134922,0.118344455,-1.319326044,0.187060135,0.303397051
ENSMUSG00000006715.12_ Gmnn, Gmnn,45.019561,32.270934,41.708345,44.170062,42.896188,40.201205,52.507829,43.046894,46.997207,33.767847, Gmnn,337.5831237,-0.262908764,0.192337357,-1.366914714,0.171652039,0.28392453
ENSMUSG00000006717.8_ Acot13, Acot13,319.178066,286.916422,307.88739,329.638906,321.992173,332.000749,338.674967,333.275676,325.813754,280.149, Acot13,1772.49103,-0.369261443,0.127701588,-2.891596337,0.003832901,0.013199193
ENSMUSG00000006728.13_ Cdk4, Cdk4,26.297211,34.251534,25.256513,32.53347,22.636327,28.452795,42.378455,36.155574,33.207743,49.125598, Cdk4,574.8234646,0.177787372,0.104227446,1.705763486,0.088052124,0.168348162
ENSMUSG00000006731.11_ B4galnt1, B4galnt1,1.400611,2.581738,1.341451,1.490182,1.237858,1.528094,6.018432,7.073786,4.294924,14.477076, B4galnt1,83.95322556,1.903546887,0.277340411,6.863575631,6.72E-12,3.81E-10
ENSMUSG00000006732.15_ Mettl1, Mettl1,6.298211,7.582192,3.992493,6.362558,5.747319,4.94084,6.250972,9.197657,6.430123,8.408502, Mettl1,105.6126558,-0.028404443,0.15513591,-0.183093927,0.854724321,0.907469699
ENSMUSG00000006736.10_ Tspan31, Tspan31,33.936306,34.370198,28.728729,28.834947,27.046679,27.572106,37.629938,49.510376,33.944888,52.216883, Tspan31,515.8176708,0.122277375,0.088968461,1.374390129,0.169320599,0.281093207
ENSMUSG00000006740.15_ Kif5b, Kif5b,35.789636,30.842729,30.723875,34.784884,36.324152,33.380385,42.296202,46.125785,38.645858,41.327025, Kif5b,2420.786207,-0.038105591,0.116973824,-0.325761695,0.744604662,0.82951794
ENSMUSG00000006763.15_ Saal1, Saal1,1.195156,1.793496,1.656786,1.299489,1.070492,1.625518,2.023334,3.042432,1.971837,2.434927, Saal1,65.00554347,0.226939424,0.175981979,1.289560586,0.197203268,0.315708248
ENSMUSG00000006782.17_ Cnp, Cnp,3.230733,6.008036,3.042778,4.857429,3.156433,4.503386,7.282283,7.601803,5.242919,9.491036, Cnp,125.8178867,0.454909964,0.182914098,2.487014232,0.012882025,0.035561874
ENSMUSG00000006800.15_ Sulf2, Sulf2,14.93087,26.348306,13.091805,13.836028,11.345501,15.679021,35.942726,52.700133,27.798333,56.794029, Sulf2,1031.250703,1.087358834,0.1872237,5.807805482,6.33E-09,1.56E-07
ENSMUSG00000006818.6_ Sod2, Sod2,491.678854,431.629115,501.425198,572.921493,511.523083,508.867509,491.534998,516.826911,478.499373,440.744961, Sod2,7152.590863,-0.550290733,0.147728549,-3.72501279,0.000195305,0.001104119
ENSMUSG00000006850.9_ Tmco6, Tmco6,2.245129,3.542982,2.319128,2.240227,3.378939,4.794036,2.328031,4.424979,3.68138,5.76721, Tmco6,54.58202248,0.154016138,0.248479581,0.619834182,0.535366962,0.661202154
ENSMUSG00000006906.11_ Stambp, Stambp,5.052785,7.064675,5.117087,5.411321,5.410998,6.286114,6.902387,7.212928,6.283317,11.226323, Stambp,149.2749659,-0.048776245,0.125727255,-0.387952836,0.698050937,0.795363096
ENSMUSG00000006920.15_ Ezh1, Ezh1,14.921216,19.906905,22.087366,19.777861,16.958788,23.889515,14.900355,26.463936,23.216177,22.645811, Ezh1,827.3023404,-0.308436844,0.149897216,-2.057655581,0.039623207,0.089055417
ENSMUSG00000006930.16_ Hap1, Hap1,0.702825,1.403097,0.886224,0.654261,0.379994,0.913286,0.77013,0.911838,0.737156,1.144992, Hap1,22.75807788,-0.128680676,0.314839446,-0.408718403,0.682746327,0.783669818
ENSMUSG00000006931.16_ P3h4, P3h4,22.43332,24.938262,22.127054,21.918819,18.883586,22.002034,25.339458,21.186669,22.827526,26.501808, P3h4,519.349397,-0.255602266,0.110988522,-2.302961258,0.021281023,0.053859886
ENSMUSG00000006932.18_ Ctnnb1, Ctnnb1,139.285295,161.018501,140.973949,147.490972,132.950219,142.784096,161.140415,190.250572,170.016169,257.404074, Ctnnb1,5390.938848,-0.024104891,0.058809657,-0.409879814,0.681894114,0.783079172
ENSMUSG00000006941.6_ Eif1b, Eif1b,32.096886,36.506675,30.701254,34.255863,29.602994,31.378563,40.526508,49.838459,38.879457,44.339995, Eif1b,331.0628402,0.01242838,0.091463774,0.135883087,0.891913706,0.931267019
ENSMUSG00000006958.15_ Chrd, Chrd,1.679222,2.11195,1.299377,1.25769,1.851071,1.750431,1.996167,3.499563,2.753616,3.322644, Chrd,69.57810836,0.464477042,0.204034778,2.276460151,0.022818483,0.056797098
ENSMUSG00000006998.17_ Psmd2, Psmd2,87.468304,95.491393,86.754919,96.689784,87.325303,95.426196,89.870157,101.146451,91.479954,103.538583, Psmd2,2966.775582,-0.315127555,0.060469127,-5.211379302,1.87E-07,2.94E-06
ENSMUSG00000007029.17_ Vars1, Vars1,12.385404,13.575363,13.081489,13.047636,12.864021,15.57128,15.134444,17.740136,13.983059,25.59432, Vars1,614.1863386,0.062217808,0.109982456,0.565706663,0.571593205,0.693080551
ENSMUSG00000007030.9_ Vwa7, Vwa7,3.910873,4.985076,4.370928,4.074553,4.641886,4.399974,3.134172,4.055323,4.278924,5.326209, Vwa7,207.7752881,-0.465475963,0.118938401,-3.91358853,9.09E-05,0.000586112
ENSMUSG00000007033.5_ Hspa1l, Hspa1l,5.157858,5.3,4.798727,4.776683,5.417522,4.937651,5.182151,6.252088,5.805349,4.440383, Hspa1l,137.214751,-0.2762721,0.152328218,-1.813663314,0.069729576,0.139331618
ENSMUSG00000007036.16_ Abhd16a, Abhd16a,31.843388,41.397267,32.523721,44.366545,33.496031,36.731116,33.534378,46.573799,41.488029,48.299057, Abhd16a,642.0365445,-0.158459691,0.082869975,-1.912148418,0.05585716,0.116941451
ENSMUSG00000007038.6_ Neu1, Neu1,8.816786,8.676546,9.183695,11.253289,7.938991,9.005059,10.157719,11.81596,10.890189,14.611451, Neu1,286.4030119,0.004839038,0.11509163,0.042045089,0.966462754,0.979210844
